,squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,isNewBuilt,hasStormProtector,hasStorageRoom,hasGuestRoom,price
8415,13522,4,0,0,74,84593,0,1,1,7,1354750.1
8416,83088,22,0,0,64,39738,0,1,1,7,8315132.4
8417,18019,89,0,0,17,27629,0,1,1,6,1803675.6
8418,29637,21,1,0,80,70145,0,0,0,0,2973981.8
8419,88231,33,1,0,31,51971,0,1,1,1,8827270.9
8420,99478,86,1,0,12,29401,1,0,0,5,9953158.3
8421,25207,65,0,1,25,31694,1,0,0,3,2527273.7
8422,89622,93,0,0,40,75385,0,1,1,9,8965091.7
8423,35082,21,1,1,52,89634,1,1,0,7,3516840.0
8424,91104,35,0,1,25,99363,0,0,1,10,9116835.1
8425,68046,66,1,0,80,3594,1,1,1,3,6818141.7
8426,32604,51,1,0,38,85386,0,1,0,2,3263791.9
8427,65825,55,0,0,45,46451,0,0,0,3,6586250.7
8428,61543,22,0,1,11,95902,1,0,0,5,6158002.7
8429,25004,61,0,0,56,10743,1,0,0,10,2506029.9
8430,41524,98,1,1,97,82133,1,1,0,1,4163553.6
8431,32602,47,1,0,43,28720,0,0,0,5,3267427.6
8432,17648,25,0,0,11,47596,1,1,1,10,1765902.2
8433,7935,37,0,0,93,17121,0,1,1,10,803701.0
8434,11498,38,0,1,41,31410,1,0,0,5,1154978.9
8435,69482,42,1,0,94,36004,1,0,0,1,6957177.2
8436,61647,46,1,0,43,64030,1,0,0,10,6172515.9
8437,87500,29,1,0,1,61445,0,0,0,1,8754886.3
8438,14878,39,0,1,18,56764,1,1,0,4,1491712.2
8439,43872,12,1,1,95,7643,1,0,0,7,4402358.3
8440,8413,19,0,1,88,74038,0,1,0,6,849213.2
8441,44120,42,0,1,66,82323,0,0,1,7,4420400.4
8442,68528,34,1,0,78,23274,0,1,1,4,6864016.7
8443,4293,1,0,1,87,65888,0,0,0,0,438335.4
8444,64013,22,0,0,59,37935,0,1,1,0,6404986.7
8445,44911,33,0,0,56,3014,1,1,1,0,4495840.1
8446,68647,50,0,0,31,12041,0,0,0,6,6867106.0
8447,76256,38,0,1,32,55125,0,1,0,4,7631297.1
8448,36417,62,0,1,70,68060,0,1,0,6,3650549.1
8449,69901,69,1,0,28,67774,0,1,1,1,6996565.9
8450,6478,66,0,1,33,95335,1,1,0,6,652595.4
8451,69242,1,0,1,83,68161,1,1,0,0,6936087.4
8452,31601,70,0,0,35,63409,1,1,0,4,3163556.8
8453,50294,30,0,1,64,23861,1,0,0,10,5034657.6
8454,255,62,1,1,77,68676,1,0,0,5,34291.5
8455,27060,39,0,0,90,65435,1,1,0,7,2710700.7
8456,43140,6,1,1,53,29151,1,1,0,6,4322399.2
8457,63717,7,0,0,89,47370,1,0,0,8,6379454.1
8458,40310,75,1,1,52,76234,1,1,1,4,4041851.6
8459,8904,96,1,1,37,47762,0,0,0,8,895624.6
8460,90633,92,1,1,81,87006,0,0,0,7,9072944.6
8461,6570,63,1,0,81,64028,1,0,1,1,667494.8
8462,3011,48,1,0,42,78036,0,1,0,0,305014.0
8463,16251,54,1,0,71,18325,0,1,1,0,1629387.0
8464,72165,56,0,0,22,7182,0,0,1,0,7218838.4
8465,2005,45,0,1,67,48091,1,1,1,5,207531.7
8466,18240,36,0,0,98,61330,0,1,0,1,1828031.8
8467,16006,69,1,0,44,84552,1,1,1,0,1606780.5
8468,22333,6,1,1,34,62849,0,0,0,8,2245486.2
8469,89742,27,0,0,29,18849,1,1,1,4,8976777.7
8470,10966,47,0,1,10,12718,0,1,1,2,1101642.7
8471,47148,37,0,1,78,27736,1,1,1,1,4721381.3
8472,93622,85,0,0,13,95229,0,1,0,6,9363558.2
8473,44854,18,1,0,79,88270,1,1,0,2,4489439.7
8474,92684,4,1,1,64,23468,1,1,0,9,9278413.3
8475,38964,47,0,1,56,14596,0,1,1,4,3902450.1
8476,90703,61,0,1,15,57243,1,0,1,7,9072785.2
8477,81247,42,0,1,14,71916,0,1,1,2,8127330.2
8478,42655,30,0,0,93,80910,0,1,1,5,4272845.4
8479,19602,44,1,0,89,4151,0,0,0,0,1972327.5
8480,54706,87,1,0,18,48172,1,0,1,5,5476681.1
8481,74133,92,1,0,92,89313,1,0,0,6,7424902.1
8482,32165,44,0,0,80,63904,1,0,0,1,3219111.8
8483,15262,49,0,1,72,20893,0,1,0,1,1531236.5
8484,34819,71,0,1,85,95913,0,1,0,4,3488144.0
8485,93896,35,1,1,80,66057,0,1,0,9,9401076.4
8486,62414,19,0,0,77,88604,1,1,1,6,6250022.7
8487,70873,10,0,0,38,4459,0,1,0,5,7089697.7
8488,371,29,1,0,96,34470,1,0,1,8,45524.8
8489,16326,61,0,1,23,80205,0,1,1,8,1638783.0
8490,33628,100,0,0,43,17190,1,1,0,10,3367900.4
8491,41845,32,1,0,61,73745,0,0,0,1,4191538.2
8492,26814,16,1,1,69,78405,1,1,1,9,2689533.0
8493,68974,59,0,1,52,42575,1,0,0,1,6904810.5
8494,16873,88,1,0,61,23484,0,0,0,7,1691487.0
8495,38513,7,1,0,8,96891,0,0,0,2,3853759.3
8496,82959,13,0,0,20,59334,0,0,0,8,8298011.1
8497,14029,72,1,0,12,86359,1,0,0,9,1408596.0
8498,97985,66,0,1,49,32487,0,0,1,7,9804383.0
8499,4332,31,1,1,23,80285,1,0,0,6,440601.8
8500,74436,29,1,0,37,17213,1,0,0,7,7450183.2
8501,79572,45,0,0,7,32878,0,0,0,4,7958075.5
8502,7038,24,1,1,41,98533,1,0,0,2,708802.9
8503,58869,32,1,1,59,72621,1,0,1,1,5896012.4
8504,15967,75,1,0,89,94596,1,1,1,1,1605306.0
8505,28792,30,0,1,83,10456,0,0,1,8,2885914.9
8506,74037,27,1,0,94,97998,0,1,1,7,7413723.0
8507,49104,3,0,0,39,9585,1,0,0,6,4913428.4
8508,10250,7,0,0,1,98896,0,1,1,0,1025802.4
8509,89708,27,1,0,72,64301,0,1,1,8,8978292.3
8510,74885,84,1,1,48,83527,0,0,1,1,7499296.3
8511,52887,86,0,1,30,7597,0,1,1,4,5292579.6
8512,17615,13,0,1,88,34394,1,0,1,5,1774991.8
8513,10588,61,0,1,78,7897,1,1,1,6,1063316.5
8514,72085,57,1,0,30,40408,0,0,0,8,7212400.1
8515,48092,61,1,1,54,58882,1,1,1,3,4817550.9
8516,44815,79,1,1,29,52384,0,1,1,3,4490727.7
8517,94702,96,1,1,57,23632,0,1,0,1,9479031.9
8518,19575,100,1,1,67,33043,1,1,1,7,1966077.9
8519,78934,44,0,0,22,57594,0,0,0,3,7895339.6
8520,99108,20,0,0,63,45112,1,0,0,0,9914800.1
8521,38522,4,1,0,63,27106,0,0,0,6,3858534.0
8522,10271,43,0,0,22,3812,0,0,0,4,1027893.8
8523,605,12,1,0,35,69657,1,1,1,1,66663.2
8524,83698,44,1,0,13,94020,0,0,0,1,8376076.9
8525,8976,38,0,0,48,66937,0,1,1,0,898880.7
8526,71298,98,0,0,29,24335,0,0,0,5,7131907.8
8527,76974,9,0,0,48,497,0,0,1,10,7700879.4
8528,96395,51,0,1,70,69572,0,1,1,3,9648710.6
8529,20906,36,0,0,18,57135,0,1,0,2,2092028.4
8530,42619,81,0,0,7,91709,0,1,0,8,4263005.5
8531,19782,60,1,0,92,64003,1,1,1,5,1988451.0
8532,1454,32,0,0,52,58784,1,1,0,5,148234.6
8533,63066,53,1,0,27,68230,1,1,1,7,6313110.3
8534,43912,67,0,0,88,3953,1,1,0,3,4396083.0
8535,3121,46,1,0,85,66893,0,1,0,10,322767.7
8536,22810,20,0,0,77,51325,1,0,1,6,2282270.4
8537,1666,39,0,1,4,71789,1,0,1,5,169944.5
8538,32490,11,0,0,32,16884,0,1,1,10,3250802.6
8539,19461,78,1,0,10,41021,0,0,0,6,1949663.1
8540,38375,95,1,0,21,81613,1,0,0,7,3840731.2
8541,86008,47,0,0,82,83780,0,1,1,1,8609323.5
8542,2622,98,0,1,84,33898,1,0,0,1,272493.8
8543,79445,43,0,1,51,11894,0,0,0,6,7948637.0
8544,67370,51,1,0,28,68941,1,1,0,7,6742167.0
8545,68590,39,0,1,82,97903,1,0,0,1,6871144.2
8546,58980,67,1,1,82,86935,0,0,1,8,5914784.4
8547,12389,70,1,1,48,48969,1,0,1,4,1247818.8
8548,90151,73,1,1,79,15682,0,1,1,9,9022486.2
8549,37846,76,0,1,54,33431,0,1,1,4,3790981.1
8550,93187,66,1,0,9,87936,1,1,1,1,9324088.6
8551,66592,21,1,0,92,6475,0,0,1,5,6666928.6
8552,11644,19,1,0,50,36946,1,0,1,8,1166984.8
8553,42167,74,1,0,80,24509,0,1,1,10,4221684.9
8554,30458,50,0,1,43,40175,0,0,0,9,3051295.4
8555,235,86,0,0,68,42101,0,0,0,3,28656.5
8556,23892,26,0,0,14,12324,1,0,0,0,2390553.2
8557,15621,24,1,0,29,27464,1,0,1,7,1566732.4
8558,22716,61,0,0,36,95435,0,0,1,10,2272979.3
8559,82859,100,1,0,12,71749,0,1,0,0,8291287.8
8560,73838,68,1,1,63,52507,1,1,1,2,7396303.9
8561,15064,44,1,1,1,34563,0,1,0,8,1512799.1
8562,2848,82,1,1,70,65650,1,0,0,1,293779.5
8563,94867,65,0,1,53,46376,1,1,1,9,9494401.9
8564,62037,58,0,1,72,44967,1,1,1,2,6213106.2
8565,96906,47,0,1,35,72144,0,1,1,0,9697498.0
8566,92877,43,0,0,94,14865,0,0,1,0,9293132.6
8567,88652,76,1,0,36,17201,1,1,0,3,8873177.8
8568,89178,74,0,0,89,21568,1,1,0,6,8926770.7
8569,30863,78,0,1,34,73984,0,0,1,9,3089420.5
8570,98755,18,0,1,12,21268,0,1,0,8,9880422.4
8571,34195,71,1,1,79,29555,0,0,0,0,3428702.5
8572,4537,5,0,0,48,41040,0,0,0,0,456361.6
8573,73177,38,1,0,5,29791,1,1,1,4,7321281.1
8574,13969,15,0,0,23,699,0,0,0,10,1399049.3
8575,62460,43,0,0,96,54866,1,0,0,5,6253854.3
8576,24104,53,1,0,28,91305,0,0,0,3,2417754.8
8577,25892,8,0,0,99,74322,0,0,1,0,2593267.0
8578,299,38,1,0,37,76474,0,1,1,2,37033.1
8579,15944,83,1,1,32,96211,1,0,0,0,1602339.3
8580,90045,95,0,0,77,6252,1,0,0,6,9009466.8
8581,37754,65,1,0,66,83911,1,0,0,9,3784160.6
8582,46195,68,0,1,99,73233,1,1,1,9,4631767.7
8583,91114,71,0,1,54,75295,0,1,0,4,9116972.0
8584,82651,100,1,1,29,53034,1,1,0,4,8274315.0
8585,47353,22,1,1,15,38565,0,0,0,6,4743129.1
8586,25018,100,0,1,40,68676,1,0,1,1,2511418.7
8587,10288,94,0,1,44,3722,1,1,0,7,1031927.6
8588,57085,32,1,1,26,90052,1,0,0,9,5714000.4
8589,62281,87,1,1,70,62129,1,1,1,1,6239393.0
8590,75549,77,0,0,70,53936,1,0,0,4,7562030.5
8591,11580,59,1,0,75,12738,0,1,1,6,1169617.9
8592,45229,94,0,1,66,46242,0,1,0,5,4531305.4
8593,44565,78,1,0,40,34919,0,1,1,10,4463078.5
8594,1782,64,0,1,33,13779,1,1,0,2,184784.8
8595,97593,62,0,0,24,65628,1,1,0,9,9760509.5
8596,37567,65,0,1,62,40714,0,1,1,8,3764024.0
8597,91992,40,0,1,45,73321,0,1,1,1,9206945.5
8598,92016,58,1,0,72,7997,0,0,1,10,9206998.8
8599,47027,64,0,0,50,12453,0,1,1,4,4704701.7
8600,35562,80,0,1,58,35855,0,0,1,7,3560786.1
8601,68162,64,0,1,98,81335,0,1,0,3,6825255.0
8602,30830,70,1,1,49,36132,1,0,0,5,3090623.0
8603,77776,68,0,0,7,8289,0,0,1,3,7778582.0
8604,53818,53,0,0,44,79755,0,0,0,0,5386139.9
8605,73917,74,1,0,91,32904,1,0,1,3,7405490.0
8606,92675,5,1,1,9,50856,0,0,1,8,9274886.7
8607,70159,46,0,1,74,4159,0,0,0,6,7019489.9
8608,74810,19,1,0,97,78485,1,1,1,3,7492753.7
8609,63891,41,1,1,24,77669,1,0,1,4,6398575.0
8610,10601,59,0,1,7,98223,0,0,1,0,1062664.1
8611,85375,3,0,0,32,2021,1,1,1,4,8541495.4
8612,2559,59,1,0,51,46843,0,0,0,1,264370.7
8613,18101,6,1,1,97,20172,1,1,0,2,1824739.2
8614,44429,27,0,0,58,24418,0,0,1,4,4447469.6
8615,87780,36,1,1,33,86321,1,1,1,0,8787571.9
8616,42277,28,1,1,57,37551,1,0,0,5,4232611.0
8617,14447,69,1,0,94,42206,1,1,0,4,1458693.1
8618,33205,94,1,0,68,72954,1,0,1,5,3327752.0
8619,52132,91,0,0,65,36610,0,0,1,2,5216554.9
8620,39549,62,1,0,7,45127,0,1,1,7,3959426.2
8621,60514,20,0,1,14,97117,1,1,0,3,6057452.2
8622,93499,24,1,1,41,60380,0,0,0,3,9357814.6
8623,50241,82,1,0,57,53936,0,1,0,0,5029855.1
8624,28915,37,1,0,35,83531,0,0,0,4,2896715.4
8625,46790,82,0,0,18,12735,1,0,1,2,4681489.3
8626,98780,21,1,1,53,98949,0,1,1,4,9886719.0
8627,58362,9,1,1,23,58166,0,0,0,1,5846004.5
8628,11928,67,0,0,61,59779,0,1,1,10,1198963.5
8629,41840,78,0,0,60,83284,0,0,1,3,4185921.1
8630,27538,94,1,0,82,24662,1,0,1,4,2758284.9
8631,44438,96,1,0,93,62393,1,1,0,9,4450823.4
8632,12373,18,1,0,59,50723,0,1,0,9,1245235.4
8633,3206,100,1,0,72,45319,0,0,1,8,331095.0
8634,14993,24,0,0,80,50377,0,1,0,5,1501072.0
8635,72945,13,0,1,75,46738,1,1,0,2,7305011.3
8636,74810,65,0,1,94,45946,1,0,1,9,7489966.3
8637,1300,95,1,0,71,3711,0,1,0,9,134967.9
8638,11303,72,1,1,62,24408,1,1,1,6,1140133.1
8639,67724,80,1,0,81,7207,0,1,0,2,6779991.5
8640,34195,65,1,1,95,18669,0,1,0,6,3435606.2
8641,57806,49,1,1,47,2842,1,1,0,1,5790410.1
8642,57722,21,1,1,69,50612,1,1,1,0,5785132.0
8643,62094,94,0,0,92,55584,0,0,0,8,6218641.0
8644,99148,67,1,0,55,91053,0,0,1,1,9918736.1
8645,89512,86,0,1,87,77376,1,1,1,0,8960225.1
8646,57210,10,1,0,49,28837,0,1,1,8,5728623.0
8647,46336,1,1,1,3,37727,0,1,1,3,4643781.9
8648,56145,35,1,1,37,18243,0,0,1,10,5617752.6
8649,13494,3,1,0,88,83994,0,0,1,4,1355903.1
8650,79002,20,0,0,11,980,0,0,0,10,7900697.1
8651,58208,13,1,1,90,73126,1,0,1,3,5831806.0
8652,71474,84,1,0,35,13061,1,0,1,8,7152718.8
8653,98209,43,1,0,67,11091,1,1,1,3,9826484.2
8654,41226,87,0,0,22,4737,1,1,1,4,4125343.5
8655,35122,73,0,0,43,20282,1,0,0,2,3515208.1
8656,52220,22,1,0,19,70735,0,1,1,6,5226840.4
8657,95063,89,0,1,32,96709,1,1,1,3,9511106.1
8658,73782,92,0,0,66,91270,1,1,1,8,7383555.6
8659,16368,99,1,1,85,6037,1,1,1,1,1645556.7
8660,84286,78,1,0,94,7669,0,1,1,7,8437788.1
8661,47039,34,0,1,47,26838,0,1,1,3,4710291.0
8662,77726,23,0,0,1,65747,1,0,1,6,7773518.3
8663,3912,73,1,0,12,2873,1,1,0,9,395955.1
8664,93746,13,0,0,13,47596,1,0,1,10,9376444.3
8665,44304,3,0,1,6,40895,1,1,0,10,4433938.2
8666,27400,25,1,0,31,11013,0,1,0,2,2747740.2
8667,53056,97,0,0,71,68087,0,1,1,3,5310121.5
8668,80691,51,0,0,13,98637,1,1,0,7,8071084.5
8669,57337,55,1,1,97,85366,1,0,0,3,5750227.2
8670,64732,82,0,1,47,85414,1,1,1,6,6479107.5
8671,13037,49,1,1,66,88942,1,1,0,7,1315003.5
8672,48520,25,0,1,95,27932,0,1,0,4,4862564.1
8673,74788,45,1,1,3,6745,1,1,1,9,7483945.9
8674,85208,55,0,1,75,43341,1,0,0,9,8527688.8
8675,33643,64,1,1,55,5187,1,1,0,3,3374768.4
8676,53547,77,0,0,35,50880,0,0,0,2,5355930.2
8677,85134,55,0,1,70,714,1,1,1,5,8519159.6
8678,34485,13,1,1,83,98141,1,1,1,6,3460379.3
8679,76717,3,1,0,30,64110,1,1,0,6,7679009.7
8680,63650,21,0,1,10,68168,0,0,1,0,6370607.7
8681,42237,69,0,1,52,68679,0,1,1,0,4229047.3
8682,16718,43,0,1,86,56375,1,1,1,8,1678693.0
8683,19838,64,1,1,48,35409,0,1,0,8,1993919.4
8684,66045,31,0,0,83,11438,0,0,0,7,6607358.9
8685,73235,27,1,0,22,48606,1,0,0,0,7327197.5
8686,95971,29,0,1,61,91137,0,1,0,2,9605457.2
8687,26519,100,0,1,59,31377,1,0,0,4,2659980.6
8688,76074,20,1,0,72,7973,0,1,0,4,7614603.5
8689,11788,9,1,0,15,83215,0,1,1,6,1183060.0
8690,66281,98,0,1,46,5380,1,1,1,10,6630781.0
8691,27691,39,0,1,97,95442,1,0,0,6,2774041.0
8692,59016,54,0,0,45,69504,0,1,0,2,5906126.1
8693,6048,65,0,1,43,48028,0,0,0,9,610305.1
8694,29570,78,0,1,45,13628,0,0,0,9,2962411.1
8695,67642,98,0,0,54,97506,1,1,1,5,6766834.0
8696,4033,97,1,1,55,29173,0,0,0,9,415922.7
8697,74546,3,0,1,1,99544,0,0,0,8,7460101.0
8698,55678,59,0,0,51,80148,1,1,1,2,5573599.1
8699,10784,42,1,0,43,3054,1,1,1,1,1084037.0
8700,42810,3,1,1,14,98063,1,0,1,8,4288800.6
8701,19020,13,0,0,69,93527,0,1,0,8,1905429.4
8702,4499,5,1,1,77,33109,0,1,0,0,455382.2
8703,79130,29,1,1,95,30053,0,0,1,0,7925945.5
8704,34689,100,1,0,85,54072,1,1,1,7,3474451.0
8705,99075,38,0,1,16,15401,1,1,0,7,9911312.7
8706,76446,10,0,1,8,92052,0,0,1,6,7649095.4
8707,50185,99,1,0,30,24039,0,1,0,4,5021097.8
8708,17085,79,0,0,12,3267,0,1,1,8,1709963.3
8709,31076,16,1,0,22,5859,0,0,1,10,3112788.8
8710,81924,29,0,1,62,78566,0,0,0,10,8200485.0
8711,89829,23,1,1,20,41659,0,1,0,8,8992972.1
8712,52458,31,0,1,82,97955,1,0,0,8,5253326.3
8713,65639,74,0,1,72,13424,0,0,1,6,6573646.1
8714,41332,40,1,1,90,36504,1,1,1,8,4146474.4
8715,45381,65,1,0,3,98233,1,0,1,7,4543365.6
8716,1981,39,0,0,6,40633,1,0,0,1,198774.8
8717,48178,67,0,0,71,89760,0,0,0,5,4824962.1
8718,733,86,1,1,83,1839,0,0,0,5,81775.1
8719,16071,9,0,0,66,1839,0,1,1,8,1609170.3
8720,21122,99,0,0,26,46816,0,0,1,6,2113297.6
8721,90072,63,0,0,7,99403,1,0,0,4,9008547.7
8722,3137,48,1,1,26,61569,0,1,0,5,320868.7
8723,27286,48,0,0,3,90262,0,0,1,3,2728938.6
8724,37611,47,0,1,100,28086,0,0,1,6,3766677.6
8725,84697,63,1,1,44,70930,0,1,1,10,8474975.4
8726,21833,43,0,0,26,80621,1,1,1,0,2185327.7
8727,74139,47,1,1,33,9247,1,0,1,0,7421289.2
8728,41050,6,0,1,87,10831,0,1,0,6,4117975.5
8729,16389,1,0,0,94,5894,0,0,1,4,1647095.5
8730,72265,69,1,1,59,23760,0,0,1,6,7236109.5
8731,55752,48,1,0,42,32183,1,1,1,4,5580831.9
8732,42003,27,1,0,55,80617,0,0,0,4,4202952.8
8733,76453,46,0,1,13,41014,0,1,1,4,7652064.0
8734,95771,44,1,1,92,24498,0,0,0,4,9586445.3
8735,30042,84,0,0,65,38907,0,0,0,2,3008534.9
8736,80827,51,0,0,82,44211,0,0,0,6,8083933.6
8737,58109,86,0,1,43,23197,1,1,1,2,5819714.7
8738,20006,95,0,1,13,7216,0,0,0,2,2006536.2
8739,57530,72,0,1,2,58310,1,0,0,5,5755191.1
8740,90929,35,0,0,93,44912,1,0,1,10,9098666.5
8741,27488,91,0,1,36,82069,0,1,0,2,2755953.8
8742,36904,99,1,1,68,41334,1,0,0,4,3698721.0
8743,11202,87,0,0,37,9860,0,1,1,1,1122248.9
8744,43882,3,0,0,97,31824,1,1,0,0,4393079.6
8745,62869,18,0,0,12,39297,1,1,0,9,6288349.5
8746,59437,75,1,1,60,57505,1,1,1,9,5952617.4
8747,88935,8,1,0,93,36360,0,1,1,0,8901934.0
8748,83026,68,0,1,44,19406,0,0,1,8,8305842.0
8749,19900,67,1,0,54,60466,0,1,0,4,1996710.0
8750,41204,1,0,1,95,42674,0,0,0,7,4126585.0
8751,94261,94,0,0,31,79234,0,1,1,0,9429690.8
8752,81511,74,0,1,10,63642,1,0,1,6,8154985.6
8753,59252,15,1,0,27,70569,1,1,0,7,5931506.4
8754,80067,23,0,0,73,58542,1,0,0,9,8013211.1
8755,56902,32,0,0,50,79433,0,0,1,5,5694751.0
8756,10483,46,1,1,19,65625,0,0,1,9,1055996.1
8757,41987,18,0,0,44,63402,0,1,0,2,4201481.7
8758,88100,6,0,0,70,52009,0,1,1,9,8812852.0
8759,70968,60,1,0,16,63631,1,1,0,4,7101845.5
8760,67078,21,0,1,73,55794,1,1,0,2,6717669.3
8761,10637,24,1,0,23,24499,1,1,0,6,1067665.7
8762,71171,74,1,0,43,3824,0,0,0,10,7123522.3
8763,82952,31,1,0,7,95942,1,1,0,0,8299689.5
8764,92335,96,0,1,11,52973,1,0,0,8,9237950.9
8765,60035,46,1,0,77,9535,1,1,0,8,6014540.8
8766,95492,65,1,1,77,94205,1,1,0,10,9563379.7
8767,20587,32,1,0,71,98056,1,1,0,8,2067398.4
8768,13642,8,0,0,96,24862,0,1,1,9,1373966.9
8769,38700,98,1,1,33,31106,0,1,0,3,3874846.2
8770,87991,31,0,0,79,98095,0,1,0,3,8804814.6
8771,48428,27,0,0,9,7219,1,0,1,1,4844049.0
8772,81171,100,1,1,10,54421,1,0,1,6,8123187.0
8773,82899,89,0,0,23,74100,1,0,1,3,8291850.9
8774,47126,76,1,1,37,28810,0,1,0,3,4720029.5
8775,83064,84,1,0,95,93610,0,0,1,4,8314535.7
8776,63008,89,1,1,12,17461,1,1,1,8,6309285.5
8777,23776,31,0,1,4,81286,0,1,0,10,2382847.2
8778,8597,24,1,1,27,27434,0,0,1,7,867204.8
8779,65896,44,1,1,40,69039,0,1,0,2,6601450.4
8780,47061,85,1,1,67,21553,0,0,1,1,4713648.8
8781,19341,95,1,1,21,23979,0,0,0,4,1944096.7
8782,9954,87,0,0,32,74803,0,0,1,0,999219.1
8783,86810,91,1,1,13,88670,0,1,0,7,8686680.0
8784,28062,60,1,1,57,16192,0,1,0,6,2815267.5
8785,29967,34,1,1,22,27710,1,1,1,10,3006420.9
8786,72748,23,0,1,90,29839,0,1,0,2,7280260.6
8787,10132,57,1,1,87,47276,1,1,0,2,1024313.6
8788,36932,6,1,0,93,72219,0,1,1,8,3706286.0
8789,24309,23,0,1,28,26404,0,0,0,9,2434268.3
8790,19319,18,0,1,56,97994,1,1,0,7,1940995.4
8791,9078,63,0,0,48,21260,0,0,0,3,909459.4
8792,1407,44,0,1,19,77721,1,0,0,0,147495.5
8793,38009,2,0,0,12,979,0,0,0,6,3801895.8
8794,11688,13,1,0,72,10203,0,0,0,2,1180015.3
8795,74489,96,0,0,86,27113,1,0,0,9,7450211.9
8796,91596,30,1,1,45,81897,1,1,1,3,9172881.3
8797,35520,33,0,1,50,23139,1,1,1,9,3554917.1
8798,3929,60,0,1,69,87322,1,0,1,0,398629.3
8799,26424,32,0,0,7,41497,0,1,0,6,2643550.0
8800,14074,85,1,1,78,18483,1,0,1,3,1421626.3
8801,62598,39,1,1,83,207,1,0,0,7,6271214.8
8802,51419,91,1,0,12,79245,0,0,1,8,5147263.4
8803,71012,61,0,0,77,56090,1,0,0,6,7108699.4
8804,69866,93,1,0,94,32080,0,0,1,2,6995283.4
8805,75124,27,0,0,20,32634,1,0,1,6,7513990.9
8806,73117,64,1,0,58,72914,1,0,1,0,7317591.4
8807,6086,42,0,0,4,10079,1,1,1,10,609401.2
8808,62114,85,0,1,78,18473,0,1,1,5,6218248.4
8809,85301,88,0,0,50,24540,1,1,0,4,8532351.6
8810,24046,29,0,0,41,57817,0,1,1,2,2408555.1
8811,49729,47,0,1,74,99549,1,0,0,7,4979777.9
8812,96177,51,0,0,73,80137,1,1,1,3,9620405.7
8813,5279,37,1,1,72,31339,1,0,1,9,536296.1
8814,64633,20,0,1,56,27883,1,1,0,8,6472293.2
8815,26229,35,1,1,100,36669,1,1,1,7,2634608.3
8816,92438,35,1,0,99,23151,1,0,1,9,9255862.5
8817,52332,36,0,0,33,28835,0,0,1,10,5234888.5
8818,64088,52,0,1,67,7722,1,1,0,3,6417344.1
8819,90832,54,0,0,90,56486,0,0,0,8,9088841.1
8820,4169,27,0,0,30,25409,1,0,1,5,419550.0
8821,18501,63,1,1,13,33825,1,1,0,1,1855087.4
8822,21413,34,1,1,72,42530,0,1,0,4,2154718.0
8823,84077,3,1,0,15,16401,0,1,0,4,8412538.7
8824,71928,42,1,0,94,24936,0,0,1,4,7203983.5
8825,44321,86,0,0,20,9155,1,1,1,7,4434371.9
8826,60249,80,1,1,48,90909,1,0,0,1,6034593.4
8827,70409,29,0,0,52,89582,1,0,0,2,7042999.2
8828,86393,19,0,1,14,79437,1,1,1,6,8643976.0
8829,96815,44,1,1,59,27363,0,0,1,8,9693106.4
8830,47136,5,0,1,39,14286,1,1,0,6,4716725.3
8831,30893,34,1,1,14,67984,0,1,0,2,3098287.1
8832,91537,18,1,0,61,93344,1,0,1,0,9157850.3
8833,93064,39,1,0,54,51077,0,0,1,4,9312597.4
8834,47790,74,0,1,29,21813,1,0,0,9,4786351.7
8835,90127,19,0,0,87,33476,0,1,1,9,9022299.5
8836,8751,36,0,0,2,27787,1,1,1,9,875876.9
8837,90822,23,1,1,62,37659,1,1,0,5,9091107.7
8838,92194,45,1,1,18,66815,1,0,0,2,9228451.9
8839,97289,35,0,0,25,89779,1,1,1,2,9732350.4
8840,73583,55,1,0,33,91559,0,0,0,6,7362718.0
8841,25495,57,0,1,7,58020,1,1,1,6,2553094.1
8842,63283,52,0,1,85,60803,0,0,1,5,6339337.0
8843,69048,35,1,0,58,31162,0,0,1,2,6911450.1
8844,98468,26,0,0,20,86880,1,1,0,9,9849610.1
8845,54740,77,1,0,17,97685,0,1,0,1,5477153.8
8846,36378,15,1,1,24,46793,1,0,1,0,3646213.0
8847,29576,73,0,1,17,96784,0,1,1,10,2963025.1
8848,84697,11,1,0,47,17958,0,1,0,4,8474421.5
8849,94759,28,1,1,36,34321,1,0,1,9,9483975.6
8850,2346,97,1,1,68,84817,0,0,1,7,244992.0
8851,45553,28,0,0,22,48640,1,1,0,6,4557358.9
8852,52141,63,1,1,97,54855,0,1,1,1,5228398.2
8853,83600,8,0,0,65,50157,0,1,1,6,8364352.1
8854,5485,11,1,0,13,82909,0,1,0,5,552405.2
8855,23220,99,1,1,79,81129,0,1,0,4,2334717.3
8856,5914,25,0,0,46,29433,0,0,1,6,593538.1
8857,23107,81,1,0,54,75314,1,0,1,0,2316366.5
8858,16329,29,0,1,58,95032,0,1,1,2,1638683.1
8859,82940,29,0,0,12,86015,0,1,0,2,8294731.8
8860,92230,84,1,1,95,62672,0,0,0,0,9237486.8
8861,24743,50,1,1,88,98241,1,0,1,0,2481744.6
8862,25699,47,0,1,26,90423,1,1,0,2,2576151.4
8863,42192,26,1,0,32,57058,1,1,0,5,4222302.1
8864,36593,3,0,1,61,26275,0,0,1,9,3666305.4
8865,52416,66,1,0,50,54177,0,0,0,3,5249182.0
